area,birth_year,hispanic,race,education,marital_status,gender_birth,gender_identity,rsv_vaccine,covid_vaccine,covid_ever,covid_symptoms,covid_long,household_income,employed,religious_attendance,difficulty_with_expenses,housing,medicare
San Francisco-Oakland-Berkeley,1970,Hispanic or Latino,White,Bachelor's degree,Single never married,Female,Transgender,NA,NA,NA,NA,NA,NA,Employed,NA,NA,NA,NA
Los Angeles-Long Beach-Anaheim,1990,Not Hispanic or Latino,White,Bachelor's degree,Single never married,Female,Female,NA,Yes,No,0,Never had COVID-19,1,Neither Employed nor Retired,12,1,Rent,No
Los Angeles-Long Beach-Anaheim,1996,Hispanic or Latino,White,Graduate degree,Single never married,Male,NA,NA,Yes,Yes,2,No,6,Employed,1,2,Rent,No
Los Angeles-Long Beach-Anaheim,1989,Hispanic or Latino,White,Graduate degree,Married,Male,Male,NA,Yes,Yes,3,No,8,Employed,0,3,Rent,No
Los Angeles-Long Beach-Anaheim,1950,Not Hispanic or Latino,Asian,Some college,Married,Female,Female,NA,NA,NA,NA,NA,NA,Retired,0,NA,NA,NA
None/Other,1966,Hispanic or Latino,White,Associate's degree,Widowed,Female,Female,NA,Yes,No,0,Never had COVID-19,1,Neither Employed nor Retired,1,4,Rent,Yes
None/Other,1951,Hispanic or Latino,White,Graduate degree,Single never married,Female,NA,No,Yes,Yes,4,Yes,1,Employed,0,3,Rent,Yes
San Francisco-Oakland-Berkeley,1990,Hispanic or Latino,White,Graduate degree,Married,Male,Male,NA,Yes,Yes,3,No,8,Employed,0,1,Own with mortgage,NA
Los Angeles-Long Beach-Anaheim,1975,Not Hispanic or Latino,White,Some high school,Single never married,Female,Female,NA,Yes,No,0,Never had COVID-19,1,Employed,1,3,Own with mortgage,No
None/Other,1982,Not Hispanic or Latino,Other/Multiracial,Bachelor's degree,Single never married,Female,NA,NA,Yes,Yes,4,NA,NA,Employed,0,1,Own with mortgage,NA
Riverside-San Bernardino-Ontario,1966,Hispanic or Latino,White,Associate's degree,Married,Male,Male,NA,Yes,Yes,3,Yes,6,Retired,0,3,Own with mortgage,No
San Francisco-Oakland-Berkeley,1949,Hispanic or Latino,White,Some college,Married,Female,NA,No,Yes,No,0,Never had COVID-19,7,Retired,0,1,Own,Yes
None/Other,1948,Hispanic or Latino,White,Bachelor's degree,Married,Male,NA,Yes,Yes,No,0,Never had COVID-19,5,Retired,0,1,Own with mortgage,Yes
San Francisco-Oakland-Berkeley,1951,Hispanic or Latino,Black,Some college,Separated,Female,NA,No,Yes,No,0,Never had COVID-19,2,Retired,0,1,Rent,No
Los Angeles-Long Beach-Anaheim,1946,Hispanic or Latino,White,Graduate degree,Married,Female,Female,No,Yes,Yes,2,No,8,Employed,0,1,Own with mortgage,Yes
None/Other,1987,Hispanic or Latino,White,Graduate degree,Married,Male,Male,NA,Yes,Yes,2,No,6,Employed,0,1,Rent,No
Los Angeles-Long Beach-Anaheim,1987,Hispanic or Latino,White,Bachelor's degree,Single never married,Male,Male,NA,Yes,Yes,3,No,6,Employed,0,2,Rent,No
Los Angeles-Long Beach-Anaheim,1989,Not Hispanic or Latino,White,Graduate degree,Single never married,Female,NA,NA,Yes,Yes,4,No,5,Employed,1,2,Rent,NA
San Francisco-Oakland-Berkeley,1978,Hispanic or Latino,White,Graduate degree,Single never married,Male,NA,NA,Yes,Yes,4,No,7,Employed,0,1,Rent,No
None/Other,1959,Hispanic or Latino,Other/Multiracial,Some college,Married,Female,Female,NA,NA,NA,NA,NA,NA,Employed,1,2,NA,NA
San Francisco-Oakland-Berkeley,1984,Hispanic or Latino,White,Bachelor's degree,Married,Male,NA,NA,Yes,Yes,3,No,8,Employed,4,1,Own with mortgage,No
San Francisco-Oakland-Berkeley,1967,Hispanic or Latino,White,Graduate degree,Married,Male,Male,NA,Yes,Yes,3,No,8,Employed,0,2,Own with mortgage,No
None/Other,1946,Hispanic or Latino,White,Bachelor's degree,Married,Female,NA,No,Yes,Yes,2,No,6,Retired,12,1,Own with mortgage,Yes
San Francisco-Oakland-Berkeley,1978,Hispanic or Latino,Asian,Graduate degree,Married,Female,Female,NA,Yes,No,0,Never had COVID-19,8,Neither Employed nor Retired,1,2,Own,NA
San Francisco-Oakland-Berkeley,1948,Hispanic or Latino,White,Some college,Married,Male,NA,No,Yes,No,0,Never had COVID-19,5,Retired,0,1,Own,Yes
San Francisco-Oakland-Berkeley,1949,Hispanic or Latino,Asian,Graduate degree,Married,Male,NA,Yes,Yes,No,0,Never had COVID-19,8,Retired,0,4,Own,No
San Francisco-Oakland-Berkeley,1993,Not Hispanic or Latino,White,Some college,Single never married,Female,NA,NA,Yes,Yes,3,No,5,Employed,0,2,Rent,No
Los Angeles-Long Beach-Anaheim,1993,Hispanic or Latino,White,Graduate degree,Single never married,Female,Female,NA,Yes,No,0,Never had COVID-19,8,Employed,0,1,Rent,NA
San Francisco-Oakland-Berkeley,1959,Hispanic or Latino,Asian,Bachelor's degree,Married,Female,Female,No,Yes,Yes,3,No,5,Employed,12,1,Own with mortgage,No
Riverside-San Bernardino-Ontario,1987,Hispanic or Latino,White,Graduate degree,Single never married,Male,Male,NA,Yes,No,0,Never had COVID-19,4,Employed,1,3,Rent,No
Riverside-San Bernardino-Ontario,1992,Not Hispanic or Latino,White,High school graduate,Single never married,Male,Male,NA,No,No,0,Never had COVID-19,5,Employed,0,3,Own with mortgage,No
Los Angeles-Long Beach-Anaheim,1974,Not Hispanic or Latino,White,Some high school,Married,Female,Female,NA,Yes,Yes,3,NA,5,Employed,1,1,Rent,No
Riverside-San Bernardino-Ontario,1948,Hispanic or Latino,White,Some college,Married,Female,Female,Yes,Yes,No,0,Never had COVID-19,3,Neither Employed nor Retired,12,4,Own with mortgage,Yes
None/Other,1953,Hispanic or Latino,White,Graduate degree,Single never married,Male,Male,NA,NA,NA,NA,NA,NA,Neither Employed nor Retired,NA,NA,NA,NA
San Francisco-Oakland-Berkeley,1998,Not Hispanic or Latino,White,High school graduate,Single never married,Male,NA,NA,No,No,0,Never had COVID-19,6,Employed,0,3,Rent,No
San Francisco-Oakland-Berkeley,1936,Not Hispanic or Latino,Asian,Bachelor's degree,Widowed,Male,Female,No,Yes,No,0,Never had COVID-19,2,Retired,0,1,NA,Yes
San Francisco-Oakland-Berkeley,1985,Not Hispanic or Latino,White,Graduate degree,Married,Female,NA,NA,Yes,Yes,2,No,7,Employed,0,3,Own with mortgage,NA
San Francisco-Oakland-Berkeley,1940,Hispanic or Latino,White,Some college,Married,Male,NA,Yes,Yes,Yes,2,No,5,Retired,0,1,Own,No
Los Angeles-Long Beach-Anaheim,1985,Hispanic or Latino,White,Graduate degree,Single never married,Male,NA,NA,Yes,Yes,3,Yes,8,Employed,0,1,Rent,NA
None/Other,1955,Hispanic or Latino,White,Graduate degree,Widowed,Female,Female,No,Yes,No,0,Never had COVID-19,2,Employed,0,1,Own with mortgage,Yes
Los Angeles-Long Beach-Anaheim,1971,Hispanic or Latino,White,Bachelor's degree,Married,Male,NA,NA,Yes,Yes,3,No,8,Employed,12,3,Own with mortgage,NA
Los Angeles-Long Beach-Anaheim,1977,Not Hispanic or Latino,White,High school graduate,Divorced,Female,Female,NA,Yes,Yes,2,Yes,4,Neither Employed nor Retired,1,2,Rent,No
None/Other,1963,Hispanic or Latino,White,Associate's degree,Separated,Female,NA,No,Yes,No,0,Never had COVID-19,3,Employed,0,2,Own with mortgage,NA
San Francisco-Oakland-Berkeley,1941,Hispanic or Latino,White,Bachelor's degree,Married,Male,Male,No,Yes,Yes,2,No,5,Retired,0,1,Own,Yes
San Francisco-Oakland-Berkeley,1965,Hispanic or Latino,White,Some college,Married,Female,NA,NA,Yes,Yes,2,NA,8,Employed,1,1,Rent,No
None/Other,1943,Hispanic or Latino,White,Some college,Divorced,Female,NA,No,No,No,0,Never had COVID-19,3,Retired,4,1,Own,Yes
Riverside-San Bernardino-Ontario,1942,Not Hispanic or Latino,White,Some college,Married,Female,NA,No,Yes,No,0,Never had COVID-19,2,Retired,12,3,Own with mortgage,Yes
Los Angeles-Long Beach-Anaheim,1970,Hispanic or Latino,Asian,Graduate degree,Married,Male,NA,NA,NA,NA,NA,NA,NA,Employed,0,NA,NA,NA
None/Other,1977,Hispanic or Latino,White,Bachelor's degree,Married,Male,NA,NA,Yes,No,0,Never had COVID-19,7,Employed,1,4,Own with mortgage,No
Riverside-San Bernardino-Ontario,1969,Hispanic or Latino,White,Associate's degree,Single never married,Male,Male,NA,Yes,No,0,Never had COVID-19,4,Employed,4,1,Rent,NA
Los Angeles-Long Beach-Anaheim,1997,Hispanic or Latino,White,Bachelor's degree,Single never married,Male,Male,NA,Yes,No,0,Never had COVID-19,5,Employed,1,1,Rent,No
Los Angeles-Long Beach-Anaheim,1995,Hispanic or Latino,Asian,Bachelor's degree,Single never married,Male,Male,NA,Yes,No,0,Never had COVID-19,7,Employed,1,2,Own with mortgage,No
Riverside-San Bernardino-Ontario,1969,Not Hispanic or Latino,White,Some high school,Married,Female,Female,NA,NA,NA,NA,NA,NA,Neither Employed nor Retired,12,3,Rent,NA
San Francisco-Oakland-Berkeley,1963,Hispanic or Latino,White,Associate's degree,Divorced,Male,NA,No,Yes,No,0,Never had COVID-19,2,Retired,12,1,Own,Yes
Los Angeles-Long Beach-Anaheim,1963,Hispanic or Latino,Black,Some college,Divorced,Female,Female,No,Yes,No,0,Never had COVID-19,3,Retired,12,1,Rent,No
San Francisco-Oakland-Berkeley,1957,Hispanic or Latino,White,Associate's degree,Single never married,Female,NA,No,Yes,No,0,Never had COVID-19,4,Retired,0,1,Own with mortgage,Yes
Los Angeles-Long Beach-Anaheim,1976,Hispanic or Latino,White,Graduate degree,Married,Male,Male,NA,Yes,No,0,Never had COVID-19,7,Employed,12,1,Rent,No
Los Angeles-Long Beach-Anaheim,1963,Hispanic or Latino,Black,Associate's degree,Single never married,Female,Female,No,Yes,No,0,Never had COVID-19,4,Retired,0,1,Own with mortgage,No
San Francisco-Oakland-Berkeley,1980,Not Hispanic or Latino,White,Some college,Married,Female,NA,NA,Yes,Yes,3,Yes,8,Employed,12,3,Own with mortgage,No
San Francisco-Oakland-Berkeley,1978,Hispanic or Latino,White,Bachelor's degree,Married,Male,Male,NA,NA,NA,NA,NA,NA,Employed,NA,NA,NA,NA
None/Other,1966,Hispanic or Latino,White,Bachelor's degree,Married,Female,NA,NA,NA,NA,NA,NA,NA,Employed,NA,NA,NA,NA
None/Other,1991,Hispanic or Latino,Asian,Bachelor's degree,Married,Male,NA,NA,Yes,Yes,2,No,8,Employed,1,1,Own with mortgage,No
Los Angeles-Long Beach-Anaheim,1970,Hispanic or Latino,Black,Bachelor's degree,Single never married,Male,Female,NA,Yes,Yes,3,No,8,Employed,1,1,Own with mortgage,NA
Los Angeles-Long Beach-Anaheim,1971,Hispanic or Latino,White,Graduate degree,Married,Male,NA,NA,Yes,Yes,3,No,8,Employed,1,1,Own with mortgage,No
Riverside-San Bernardino-Ontario,1947,Hispanic or Latino,White,Bachelor's degree,Single never married,Male,NA,Yes,Yes,Yes,2,No,4,Retired,0,1,Own,Yes
Los Angeles-Long Beach-Anaheim,1966,Hispanic or Latino,White,Associate's degree,Divorced,Female,Female,NA,Yes,Yes,2,No,6,Employed,0,1,Own with mortgage,NA
None/Other,1946,Hispanic or Latino,Black,Graduate degree,Married,Female,NA,No,Yes,Yes,3,No,NA,Retired,12,2,Own,Yes
San Francisco-Oakland-Berkeley,1954,Hispanic or Latino,White,Bachelor's degree,Married,Female,Female,No,Yes,No,0,Never had COVID-19,5,Retired,0,1,Own,Yes
San Francisco-Oakland-Berkeley,1978,Hispanic or Latino,Asian,Graduate degree,Married,Male,NA,NA,Yes,Yes,2,Yes,8,Employed,0,1,Own with mortgage,No
None/Other,1964,Hispanic or Latino,White,Associate's degree,Divorced,Male,NA,No,Yes,No,0,Never had COVID-19,1,Neither Employed nor Retired,0,2,Rent,Yes
Los Angeles-Long Beach-Anaheim,1938,Hispanic or Latino,Asian,Bachelor's degree,Married,Male,NA,Yes,Yes,Yes,2,No,5,Retired,1,1,Own,NA
San Francisco-Oakland-Berkeley,1995,Hispanic or Latino,Other/Multiracial,Bachelor's degree,Married,Male,Female,NA,Yes,Yes,3,No,8,Employed,0,1,Own with mortgage,No
San Francisco-Oakland-Berkeley,1972,Hispanic or Latino,Asian,Graduate degree,Married,Male,NA,NA,Yes,Yes,2,No,8,Employed,0,1,Own with mortgage,NA
Los Angeles-Long Beach-Anaheim,1971,Hispanic or Latino,White,Graduate degree,Single never married,Male,NA,NA,Yes,No,0,Never had COVID-19,8,Employed,0,3,Own with mortgage,No
San Francisco-Oakland-Berkeley,1962,Hispanic or Latino,White,Graduate degree,Married,Male,NA,No,Yes,Yes,3,No,8,Employed,0,1,Rent,No
Los Angeles-Long Beach-Anaheim,1996,Hispanic or Latino,White,Graduate degree,Single never married,Male,Male,NA,Yes,Yes,2,No,4,Employed,0,2,Rent,No
San Francisco-Oakland-Berkeley,1941,Hispanic or Latino,Black,Associate's degree,Single never married,Female,Female,No,Yes,No,0,Never had COVID-19,1,Retired,12,4,Rent,Yes
Los Angeles-Long Beach-Anaheim,1979,Hispanic or Latino,Black,High school graduate,Single never married,Female,Female,NA,Yes,Yes,2,No,NA,Employed,1,3,Rent,No
San Francisco-Oakland-Berkeley,1982,Hispanic or Latino,Asian,Graduate degree,Single never married,Female,Female,NA,Yes,No,0,Never had COVID-19,8,Employed,0,2,Own with mortgage,No
Los Angeles-Long Beach-Anaheim,1991,Hispanic or Latino,Black,Some high school,Separated,Female,NA,NA,No,No,0,Never had COVID-19,NA,Neither Employed nor Retired,0,4,NA,No
Los Angeles-Long Beach-Anaheim,1962,Hispanic or Latino,White,Graduate degree,Married,Female,Female,NA,NA,NA,NA,NA,NA,Employed,NA,NA,NA,NA
None/Other,1970,Hispanic or Latino,Black,Graduate degree,Single never married,Female,NA,NA,NA,NA,NA,NA,NA,Neither Employed nor Retired,NA,NA,NA,NA
Los Angeles-Long Beach-Anaheim,1989,Not Hispanic or Latino,Black,Associate's degree,Single never married,Male,Male,NA,Yes,Yes,2,No,4,Employed,1,3,Own with mortgage,No
None/Other,1974,Hispanic or Latino,White,Some college,Married,Male,NA,NA,Yes,Yes,2,Yes,5,Employed,0,1,Own,No
Los Angeles-Long Beach-Anaheim,1943,Hispanic or Latino,White,Bachelor's degree,Married,Male,Male,No,Yes,Yes,2,No,1,Employed,1,4,Rent,Yes
Riverside-San Bernardino-Ontario,1982,Hispanic or Latino,Asian,Graduate degree,Married,Male,NA,NA,No,NA,NA,NA,7,Employed,0,3,Own,No
Los Angeles-Long Beach-Anaheim,1972,Hispanic or Latino,Asian,Graduate degree,Married,Male,NA,NA,Yes,Yes,2,Yes,7,Employed,12,2,Own with mortgage,No
Los Angeles-Long Beach-Anaheim,1982,Hispanic or Latino,White,Some college,Single never married,Male,NA,NA,Yes,Yes,4,No,5,Employed,0,2,Own with mortgage,NA
San Francisco-Oakland-Berkeley,1954,Hispanic or Latino,White,Some college,Married,Male,Male,Yes,Yes,Yes,2,No,4,Retired,12,2,Own with mortgage,Yes
Los Angeles-Long Beach-Anaheim,1997,Not Hispanic or Latino,White,Bachelor's degree,Single never married,Male,NA,NA,Yes,Yes,2,Yes,6,Employed,0,1,Rent,No
San Francisco-Oakland-Berkeley,1948,Hispanic or Latino,White,Graduate degree,Divorced,Male,NA,No,Yes,No,0,Never had COVID-19,4,NA,0,1,Own,Yes
None/Other,1952,Hispanic or Latino,White,Some college,Divorced,Male,Male,No,No,Yes,2,No,4,Retired,1,1,Own,No
Riverside-San Bernardino-Ontario,1981,Hispanic or Latino,Black,Some college,Married,Male,NA,NA,Yes,Yes,2,No,6,Employed,12,3,Own with mortgage,No
San Francisco-Oakland-Berkeley,1966,Hispanic or Latino,Black,High school graduate,Single never married,Female,NA,NA,Yes,No,0,Never had COVID-19,1,Neither Employed nor Retired,12,2,Rent,NA
None/Other,1948,Hispanic or Latino,White,Some college,Married,Male,NA,No,Yes,No,0,Never had COVID-19,4,Retired,0,2,Own with mortgage,Yes
None/Other,1976,Not Hispanic or Latino,White,Bachelor's degree,Married,Female,Female,NA,Yes,Yes,3,No,6,Neither Employed nor Retired,0,1,Own with mortgage,No
San Francisco-Oakland-Berkeley,1954,Hispanic or Latino,White,Graduate degree,Widowed,Male,NA,No,Yes,No,0,Never had COVID-19,3,Employed,0,1,Own with mortgage,Yes
None/Other,1990,Hispanic or Latino,Asian,Graduate degree,Married,Female,Female,NA,Yes,No,0,Never had COVID-19,8,Employed,0,1,Rent,No
San Francisco-Oakland-Berkeley,1950,Hispanic or Latino,White,Graduate degree,Married,Female,Female,Yes,Yes,Yes,3,No,6,Retired,0,1,Own with mortgage,Yes
San Francisco-Oakland-Berkeley,1993,Hispanic or Latino,White,Bachelor's degree,Single never married,Male,NA,NA,Yes,Yes,3,No,8,Employed,1,1,Rent,No
None/Other,1948,Hispanic or Latino,White,Graduate degree,Married,Male,NA,No,Yes,No,0,Never had COVID-19,3,Retired,12,2,Own,Yes
Riverside-San Bernardino-Ontario,1944,Hispanic or Latino,Black,Bachelor's degree,Single never married,Male,Male,Yes,Yes,No,0,Never had COVID-19,3,Retired,0,2,Own with mortgage,Yes
Riverside-San Bernardino-Ontario,1962,Hispanic or Latino,White,Bachelor's degree,Single never married,Male,NA,No,Yes,Yes,4,No,1,Employed,0,2,Own,No
San Francisco-Oakland-Berkeley,1965,Hispanic or Latino,White,Some college,Married,Male,Male,NA,Yes,Yes,1,No,5,Employed,0,3,Own with mortgage,No
Riverside-San Bernardino-Ontario,1954,Not Hispanic or Latino,Black,High school graduate,Widowed,Female,Female,No,Yes,No,0,Never had COVID-19,2,Retired,0,3,Own with mortgage,Yes
San Francisco-Oakland-Berkeley,1960,Hispanic or Latino,White,High school graduate,Widowed,Male,Male,No,Yes,Yes,2,Yes,1,Neither Employed nor Retired,1,4,Rent,No
San Francisco-Oakland-Berkeley,1983,Hispanic or Latino,White,Graduate degree,Married,Male,Male,NA,Yes,Yes,2,Yes,8,Employed,0,1,Own with mortgage,No
San Francisco-Oakland-Berkeley,1948,Not Hispanic or Latino,White,Associate's degree,Married,Male,Male,No,Yes,No,0,Never had COVID-19,7,Retired,4,1,Own,Yes
San Francisco-Oakland-Berkeley,1982,Hispanic or Latino,Black,Bachelor's degree,Married,Male,NA,NA,NA,NA,NA,NA,NA,Neither Employed nor Retired,NA,NA,NA,NA
Riverside-San Bernardino-Ontario,1948,Hispanic or Latino,White,Bachelor's degree,Married,Female,Female,No,Yes,Yes,2,No,8,Retired,0,1,Own with mortgage,NA
Riverside-San Bernardino-Ontario,1952,Hispanic or Latino,White,Less than high school,Divorced,Male,NA,No,Yes,No,0,Never had COVID-19,4,Neither Employed nor Retired,0,1,Rent,Yes
None/Other,1954,Not Hispanic or Latino,Asian,High school graduate,Separated,Female,Female,No,Yes,No,0,Never had COVID-19,1,Retired,1,3,Rent,Yes
Riverside-San Bernardino-Ontario,1946,Hispanic or Latino,Black,Graduate degree,Widowed,Female,NA,No,Yes,No,0,Never had COVID-19,6,Retired,1,1,Own with mortgage,Yes
Riverside-San Bernardino-Ontario,1960,Hispanic or Latino,White,Some college,Divorced,Female,NA,No,Yes,Yes,3,Yes,7,Employed,0,3,Own with mortgage,No
San Francisco-Oakland-Berkeley,1958,Hispanic or Latino,White,Associate's degree,Divorced,Male,Male,NA,NA,NA,NA,NA,NA,Employed,NA,NA,NA,NA
Riverside-San Bernardino-Ontario,1957,Not Hispanic or Latino,White,High school graduate,Married,Male,Male,No,Yes,Yes,3,Yes,8,Retired,0,1,Own,Yes
Los Angeles-Long Beach-Anaheim,1962,Hispanic or Latino,White,Some college,Divorced,Female,NA,No,Yes,No,0,Never had COVID-19,5,Employed,12,2,Rent,Yes
Riverside-San Bernardino-Ontario,1955,Hispanic or Latino,White,Associate's degree,Married,Male,NA,No,Yes,Yes,2,No,5,Employed,1,1,Rent,Yes
None/Other,1951,Hispanic or Latino,White,Some college,Widowed,Female,NA,Yes,Yes,No,0,Never had COVID-19,5,Retired,0,1,Rent,Yes
San Francisco-Oakland-Berkeley,1992,Hispanic or Latino,White,Bachelor's degree,Single never married,Female,NA,NA,Yes,Yes,3,Yes,6,Employed,0,3,Rent,No
San Francisco-Oakland-Berkeley,1988,Hispanic or Latino,White,Bachelor's degree,Single never married,Female,NA,NA,Yes,Yes,3,No,3,Neither Employed nor Retired,0,2,Rent,No
Los Angeles-Long Beach-Anaheim,1941,Hispanic or Latino,Other/Multiracial,Associate's degree,Married,Female,Male,Yes,Yes,Yes,2,No,6,Retired,12,1,Own,No
Los Angeles-Long Beach-Anaheim,1984,Hispanic or Latino,White,Some college,Single never married,Male,NA,NA,Yes,Yes,2,No,2,Employed,0,2,Rent,No
San Francisco-Oakland-Berkeley,1949,Hispanic or Latino,Asian,Bachelor's degree,Married,Male,Male,NA,NA,NA,NA,NA,NA,Employed,0,1,Own with mortgage,NA
San Francisco-Oakland-Berkeley,2001,Hispanic or Latino,White,Bachelor's degree,Single never married,Female,NA,NA,Yes,Yes,3,Yes,4,Employed,0,2,Rent,No
None/Other,1973,Hispanic or Latino,Asian,Bachelor's degree,Married,Female,Female,NA,Yes,No,0,Never had COVID-19,6,Retired,12,2,Own,Yes
Riverside-San Bernardino-Ontario,1971,Hispanic or Latino,Asian,Bachelor's degree,Married,Male,Male,NA,Yes,No,0,Never had COVID-19,8,Employed,12,4,Own with mortgage,No
Riverside-San Bernardino-Ontario,1956,Hispanic or Latino,White,Less than high school,Widowed,Female,Female,No,Yes,Yes,2,NA,1,Neither Employed nor Retired,0,2,Own,Yes
San Francisco-Oakland-Berkeley,1962,Hispanic or Latino,White,Some college,Married,Male,Male,No,Yes,Yes,2,Yes,NA,Neither Employed nor Retired,1,2,Own with mortgage,No
None/Other,1988,Hispanic or Latino,Asian,Bachelor's degree,Married,Male,Male,NA,Yes,Yes,3,Yes,2,Employed,0,4,Rent,No
Los Angeles-Long Beach-Anaheim,1954,Not Hispanic or Latino,White,High school graduate,Divorced,Female,NA,Yes,Yes,No,0,Never had COVID-19,2,Retired,1,NA,Rent,NA
Los Angeles-Long Beach-Anaheim,1981,Not Hispanic or Latino,Other/Multiracial,Graduate degree,Married,Female,Female,NA,Yes,Yes,2,No,5,Employed,12,1,Own with mortgage,No
San Francisco-Oakland-Berkeley,1987,Hispanic or Latino,Asian,Bachelor's degree,Single never married,Male,NA,NA,Yes,Yes,4,No,5,Employed,0,2,Own with mortgage,No
None/Other,1964,Hispanic or Latino,White,Associate's degree,Divorced,Female,Female,No,Yes,Yes,3,Yes,1,Neither Employed nor Retired,0,4,Own with mortgage,No
Los Angeles-Long Beach-Anaheim,1975,Not Hispanic or Latino,White,Less than high school,Divorced,Female,NA,NA,No,Yes,3,No,2,Neither Employed nor Retired,0,2,Occupy without rent,No
